InstAddress		Total_Execution	Total_Cycles	Instruction
90003caa		3                   	12                  	JMP   R31, JNE, 0x0000329c
90003cb0		3                   	630                 	LD    R17, R2
90003cb2		3                   	633                 	LDX   R17, R11, 0xfff8
90003cb6		3                   	9                   	SUB   R22, R11
90003cb8		3                   	9                   	MOV   R11, R3
90003cba		3                   	633                 	LDX   R17, R11, 0xfffc
90003cbe		3                   	212                 	AND   R30, R11, 0x10
90003cc2		3                   	9                   	COMPC 0, R11
90003cc4		3                   	15                  	JMP   R31, JNE, 0x00003284
90003cca		3                   	12                  	MOV   R30, R18, 0x20
90003cce		3                   	36                  	JMP   R31, JMP, 0x00003288
90003cd8		3                   	9                   	MOV   R18, R11
90003cda		3                   	9                   	MOV   R11, R24
90003cdc		3                   	15                  	AND   R31, R24, 0x000000ff
90003ce2		3                   	9                   	MOV   R24, R4
90003ce4		3                   	39                  	JSR   R31, JMP, 0x000030e0
90003cea		3                   	9                   	ADD   R23, R21
90003cec		11                  	233                 	COMPC 0, R21
90003cee		11                  	55                  	JMP   R31, JL, 0x00003378
90003cf4		11                  	99                  	STX   R1, R21, 0xffe4
90003cf8		11                  	33                  	MOVC  0, R15
90003cfa		11                  	2321                	LDX   R17, R11, 0xfff4
90003cfe		11                  	244                 	COMP  R30, R11, 0x100
90003d02		11                  	121                 	JMP   R31, JNC, 0x000032c2
90003d12		11                  	2321                	LDX   R17, R11, 0xfff4
90003d16		11                  	33                  	MOV   R11, R14
90003d18		11                  	33                  	MOV   R14, R18
90003d1a		11                  	44                  	ADDX  R1, R2, 0xfee4
90003d1e		11                  	2521                	LDX   R17, R11, 0xfff0
90003d22		11                  	33                  	MOV   R11, R3
90003d24		11                  	33                  	ADD   R15, R3
90003d26		11                  	33                  	MOV   R18, R4
90003d28		11                  	132                 	JSR   R31, JMP, 0x0000292c
90003d2e		11                  	44                  	ADDX  R1, R11, 0xfee4
90003d32		11                  	33                  	ADD   R18, R11
90003d34		11                  	33                  	MOVC  0, R24
90003d36		11                  	88                  	ST    R11, R24
90003d38		11                  	33                  	ADD   R18, R15
90003d3a		11                  	2321                	LDX   R17, R11, 0xfff4
90003d3e		11                  	33                  	SUB   R18, R11
90003d40		11                  	299                 	STX   R17, R11, 0xfff4
90003d44		11                  	33                  	MOVC  2, R2
90003d46		11                  	2310                	LD    R17, R3
90003d48		11                  	44                  	ADDX  R1, R4, 0xfee4
90003d4c		11                  	143                 	JSR   R31, JMP, 0x0000299c
90003d52		11                  	33                  	MOV   R23, R21
90003d54		11                  	2321                	LDX   R17, R11, 0xfff4
90003d58		11                  	33                  	COMPC 0, R11
90003d5a		11                  	121                 	JMP   R31, JLE, 0x00003318
90003d68		11                  	233                 	COMPC 0, R21
90003d6a		11                  	44                  	JMP   R31, JL, 0x0000336e
90003d70		11                  	2321                	LDX   R1, R11, 0xffe4
90003d74		11                  	33                  	ADD   R21, R11
90003d76		11                  	99                  	STX   R1, R11, 0xffe4
90003d7a		11                  	2321                	LDX   R17, R11, 0xfff8
90003d7e		11                  	33                  	COMP  R11, R22
90003d80		11                  	300                 	JMP   R31, JCY, 0x0000336e
90003d86		3                   	633                 	LDX   R17, R11, 0xfffc
90003d8a		3                   	12                  	AND   R30, R11, 0x1
90003d8e		3                   	9                   	COMPC 0, R11
90003d90		3                   	33                  	JMP   R31, JE, 0x0000336e
90003dbe		11                  	2721                	LDX   R1, R23, 0xffe4
90003dc2		11                  	121                 	JMP   R31, JMP, 0x0000337a
90003dca		11                  	2321                	LD    --R0, R22
90003dcc		11                  	2321                	LD    --R0, R21
90003dce		11                  	2321                	LD    --R0, R20
90003dd0		11                  	2321                	LD    --R0, R18
90003dd2		11                  	2321                	LD    --R0, R15
90003dd4		11                  	2321                	LD    --R0, R14
90003dd6		11                  	33                  	MOV   R17, R1
90003dd8		11                  	2321                	LD    --R0, R17
90003dda		11                  	2321                	LD    --R0, R16
90003ddc		11                  	121                 	JMP   R16, JMP
90003e38		3                   	227                 	ST    R0++, R16
90003e3a		3                   	27                  	ST    R0++, R17
90003e3c		3                   	9                   	MOV   R1, R17
90003e3e		3                   	212                 	ADD   R30, R1, 0x28
90003e42		3                   	27                  	ST    R0++, R20
90003e44		3                   	27                  	ST    R0++, R21
90003e46		3                   	27                  	ST    R0++, R22
90003e48		3                   	27                  	STX   R17, R2, 0x0
90003e4c		3                   	27                  	STX   R17, R3, 0xfffc
90003e50		3                   	27                  	STX   R17, R4, 0xfff8
90003e54		3                   	27                  	STX   R17, R5, 0xfff4
90003e58		3                   	27                  	STX   R17, R6, 0xfff0
90003e5c		3                   	9                   	MOVC  0, R24
90003e5e		3                   	227                 	STX   R1, R24, 0xffe7
90003e62		3                   	9                   	MOVC  11, R21
90003e64		3                   	633                 	LDX   R17, R11, 0xfff0
90003e68		3                   	9                   	COMPC 0, R11
90003e6a		3                   	33                  	JMP   R31, JGE, 0x00003470
90003ec0		3                   	833                 	LDX   R17, R22, 0xfff0
90003ec4		3                   	633                 	LDX   R17, R11, 0xfff0
90003ec8		3                   	12                  	COMP  R31, R11, 0x80000000
90003ece		3                   	15                  	JMP   R31, JE, 0x0000357e
90003ed4		4                   	12                  	MOV   R22, R8
90003ed6		4                   	12                  	MOVC  10, R9
90003ed8		4                   	48                  	JSR   R31, JMP, 0x00000718
90003ede		4                   	216                 	ADDX  R1, R10, 0xffdc
90003ee2		4                   	12                  	ADD   R21, R10
90003ee4		4                   	16                  	ADDX  R23, R11, 0x30
90003ee8		4                   	12                  	MOV   R11, R24
90003eea		4                   	16                  	AND   R31, R24, 0x000000ff
90003ef0		4                   	32                  	ST    R10, R24
90003ef2		4                   	12                  	MOV   R22, R8
90003ef4		4                   	12                  	MOVC  10, R9
90003ef6		4                   	52                  	JSR   R31, JMP, 0x000006f0
90003efc		4                   	12                  	MOV   R23, R22
90003efe		4                   	216                 	ADDX  R21, R21, 0xffff
90003f02		4                   	12                  	COMPC 0, R22
90003f04		4                   	27                  	JMP   R31, JG, 0x00003484
90003f0a		3                   	633                 	LDX   R17, R11, 0xfffc
90003f0e		3                   	12                  	AND   R30, R11, 0x2
90003f12		3                   	9                   	COMPC 0, R11
90003f14		3                   	36                  	JMP   R31, JE, 0x00003500
90003f50		3                   	833                 	LDX   R17, R11, 0xfff0
90003f54		3                   	9                   	COMPC 0, R11
90003f56		3                   	36                  	JMP   R31, JGE, 0x00003522
90003f72		3                   	833                 	LDX   R17, R11, 0xfffc
90003f76		3                   	12                  	AND   R30, R11, 0x4
90003f7a		3                   	9                   	COMPC 0, R11
90003f7c		3                   	236                 	JMP   R31, JE, 0x00003542
90003f92		3                   	9                   	COMPC 0, R21
90003f94		3                   	15                  	JMP   R31, JL, 0x0000356a
90003f9a		3                   	12                  	ADDX  R1, R2, 0xffdc
90003f9e		3                   	212                 	ADDX  R1, R11, 0xffdc
90003fa2		3                   	12                  	ADDX  R21, R10, 0x1
90003fa6		3                   	9                   	MOV   R11, R3
90003fa8		3                   	9                   	ADD   R10, R3
90003faa		3                   	9                   	MOVC  12, R11
90003fac		3                   	9                   	MOV   R21, R10
90003fae		3                   	9                   	SUB   R10, R11
90003fb0		3                   	12                  	ADDX  R11, R4, 0xffff
90003fb4		3                   	39                  	JSR   R31, JMP, 0x0000292c
90003fba		3                   	12                  	ADDX  R1, R11, 0xffdc
90003fbe		3                   	9                   	MOVC  12, R10
90003fc0		3                   	209                 	MOV   R21, R9
90003fc2		3                   	9                   	SUB   R9, R10
90003fc4		3                   	12                  	ADDX  R10, R10, 0xffff
90003fc8		3                   	9                   	ADD   R10, R11
90003fca		3                   	9                   	MOVC  0, R24
90003fcc		3                   	24                  	ST    R11, R24
90003fce		3                   	630                 	LD    R17, R2
90003fd0		3                   	633                 	LDX   R17, R3, 0xfffc
90003fd4		3                   	633                 	LDX   R17, R4, 0xfff8
90003fd8		3                   	633                 	LDX   R17, R5, 0xfff4
90003fdc		3                   	12                  	ADDX  R1, R6, 0xffdc
90003fe0		3                   	236                 	JSR   R31, JMP, 0x000031aa
90003fe6		3                   	9                   	MOVC  0, R23
90003fe8		3                   	633                 	LD    --R0, R22
90003fea		3                   	633                 	LD    --R0, R21
90003fec		3                   	633                 	LD    --R0, R20
90003fee		3                   	9                   	MOV   R17, R1
90003ff0		3                   	633                 	LD    --R0, R17
90003ff2		3                   	633                 	LD    --R0, R16
90003ff4		3                   	33                  	JMP   R16, JMP
9000432c		3                   	227                 	ST    R0++, R16
9000432e		3                   	27                  	ST    R0++, R17
90004330		3                   	9                   	MOV   R1, R17
90004332		3                   	9                   	ADDC  8, R1
90004334		3                   	27                  	ST    R0++, R22
90004336		3                   	630                 	LD    R2, R24
90004338		3                   	9                   	MOV   R24, R11
9000433a		3                   	12                  	COMP  R30, R11, 0x2d
9000433e		3                   	236                 	JMP   R31, JNE, 0x00003904
90004354		3                   	9                   	MOVC  0, R11
90004356		3                   	27                  	STX   R1, R11, 0xfffc
9000435a		3                   	630                 	LD    R2, R24
9000435c		3                   	9                   	MOV   R24, R11
9000435e		3                   	9                   	COMPC 0, R11
90004360		3                   	212                 	JMP   R31, JE, 0x00003970
90004366		3                   	12                  	MOV   R30, R10, 0x30
9000436a		3                   	9                   	COMP  R11, R10
9000436c		3                   	15                  	JMP   R31, JG, 0x00003970
90004372		3                   	12                  	COMP  R30, R11, 0x39
90004376		3                   	36                  	JMP   R31, JG, 0x00003970
900043c0		3                   	209                 	MOVC  -1, R22
900043c2		3                   	633                 	LDX   R1, R11, 0xfffc
900043c6		3                   	9                   	COMPC 0, R11
900043c8		3                   	33                  	JMP   R31, JE, 0x00003980
900043d0		3                   	24                  	ST    R3, R22
900043d2		3                   	9                   	MOV   R2, R23
900043d4		3                   	633                 	LD    --R0, R22
900043d6		3                   	9                   	MOV   R17, R1
900043d8		3                   	633                 	LD    --R0, R17
900043da		3                   	633                 	LD    --R0, R16
900043dc		3                   	33                  	JMP   R16, JMP
90004412		6                   	254                 	ST    R0++, R16
90004414		6                   	54                  	ST    R0++, R17
90004416		6                   	18                  	MOV   R1, R17
90004418		6                   	24                  	ADD   R30, R1, 0x50
9000441c		6                   	54                  	ST    R0++, R13
9000441e		6                   	54                  	ST    R0++, R14
90004420		6                   	254                 	ST    R0++, R15
90004422		6                   	54                  	ST    R0++, R18
90004424		6                   	54                  	ST    R0++, R20
90004426		6                   	54                  	ST    R0++, R21
90004428		6                   	54                  	ST    R0++, R22
9000442a		6                   	54                  	STX   R17, R2, 0x0
9000442e		6                   	54                  	STX   R17, R3, 0xfffc
90004432		6                   	54                  	STX   R17, R4, 0xfff8
90004436		6                   	1266                	LDX   R17, R11, 0xfffc
9000443a		6                   	18                  	MOVC  0, R10
9000443c		6                   	18                  	COMP  R10, R11
9000443e		6                   	272                 	JMP   R31, JNE, 0x000039fc
9000444c		6                   	18                  	MOV   R19, R11
9000444e		6                   	30                  	ADD   R31, R11, 0x00008240
90004454		6                   	1260                	LD    R11, R2
90004456		6                   	78                  	JSR   R31, JMP, 0x00004a74
9000445c		6                   	1266                	LDX   R17, R22, 0xfffc
90004460		6                   	218                 	MOVC  0, R20
90004462		6                   	66                  	JMP   R31, JMP, 0x00003eb0
90004468		8                   	1680                	LD    R22, R24
9000446a		8                   	24                  	MOV   R24, R11
9000446c		8                   	32                  	COMP  R30, R11, 0x25
90004470		8                   	32                  	JMP   R31, JE, 0x00003a5e
90004476		8                   	24                  	MOV   R22, R14
90004478		8                   	88                  	JMP   R31, JMP, 0x00003a32
9000447e		144                 	576                 	ADDX  R22, R22, 0x1
90004482		152                 	32120               	LD    R22, R24
90004484		152                 	456                 	MOV   R24, R11
90004486		152                 	456                 	COMPC 0, R11
90004488		152                 	643                 	JMP   R31, JE, 0x00003a48
9000448e		147                 	588                 	COMP  R30, R11, 0x25
90004492		147                 	1596                	JMP   R31, JNE, 0x00003a2e
90004498		8                   	1680                	LD    R17, R2
9000449a		8                   	24                  	MOVC  0, R3
9000449c		8                   	24                  	MOV   R22, R11
9000449e		8                   	24                  	MOV   R14, R10
900044a0		8                   	224                 	SUB   R10, R11
900044a2		8                   	24                  	MOV   R11, R4
900044a4		8                   	24                  	MOV   R11, R5
900044a6		8                   	24                  	MOV   R14, R6
900044a8		8                   	96                  	JSR   R31, JMP, 0x000031aa
900044ae		8                   	1680                	LD    R22, R24
900044b0		8                   	24                  	MOV   R24, R11
900044b2		8                   	32                  	COMP  R30, R11, 0x25
900044b6		8                   	75                  	JMP   R31, JNE, 0x00003ea0
900044bc		3                   	9                   	MOV   R22, R18
900044be		3                   	212                 	ADDX  R22, R22, 0x1
900044c2		3                   	9                   	MOVC  0, R21
900044c4		3                   	36                  	JMP   R31, JMP, 0x00003b02
90004552		3                   	830                 	LD    R22, R24
90004554		3                   	9                   	MOV   R24, R11
90004556		3                   	12                  	COMP  R30, R11, 0x2d
9000455a		3                   	12                  	JMP   R31, JE, 0x00003a7a
90004560		3                   	212                 	COMP  R30, R11, 0x2b
90004564		3                   	15                  	JMP   R31, JE, 0x00003a7a
9000456a		3                   	12                  	COMP  R30, R11, 0x20
9000456e		3                   	15                  	JMP   R31, JE, 0x00003a7a
90004574		3                   	12                  	COMP  R30, R11, 0x23
90004578		3                   	12                  	JMP   R31, JE, 0x00003a7a
9000457e		3                   	212                 	COMP  R30, R11, 0x30
90004582		3                   	12                  	JMP   R31, JE, 0x00003a7a
90004588		3                   	630                 	LD    R22, R24
9000458a		3                   	9                   	MOV   R24, R11
9000458c		3                   	12                  	COMP  R30, R11, 0x2a
90004590		3                   	33                  	JMP   R31, JNE, 0x00003b78
900045c8		3                   	209                 	MOV   R22, R2
900045ca		3                   	12                  	ADDX  R1, R3, 0xffb4
900045ce		3                   	39                  	JSR   R31, JMP, 0x000038dc
900045d4		3                   	9                   	MOV   R23, R22
900045d6		3                   	630                 	LD    R22, R24
900045d8		3                   	9                   	MOV   R24, R11
900045da		3                   	12                  	COMP  R30, R11, 0x2e
900045de		3                   	236                 	JMP   R31, JNE, 0x00003c12
90004662		3                   	209                 	MOVC  -1, R11
90004664		3                   	27                  	STX   R1, R11, 0xffb8
90004668		3                   	630                 	LD    R22, R24
9000466a		3                   	9                   	MOV   R24, R14
9000466c		3                   	12                  	COMP  R30, R14, 0x68
90004670		3                   	12                  	JMP   R31, JE, 0x00003c50
90004676		3                   	12                  	COMP  R30, R14, 0x68
9000467a		3                   	12                  	JMP   R31, JG, 0x00003c40
90004680		3                   	212                 	COMP  R30, R14, 0x4c
90004684		3                   	15                  	JMP   R31, JE, 0x00003c6c
9000468a		3                   	33                  	JMP   R31, JMP, 0x00003c74
900046c4		3                   	830                 	LD    R22, R24
900046c6		3                   	9                   	MOV   R24, R13
900046c8		3                   	12                  	COMP  R30, R13, 0x45
900046cc		3                   	15                  	JMP   R31, JE, 0x00003e50
900046d2		3                   	12                  	COMP  R30, R13, 0x47
900046d6		3                   	15                  	JMP   R31, JE, 0x00003e50
900046dc		3                   	12                  	COMP  R30, R13, 0x47
900046e0		3                   	233                 	JMP   R31, JG, 0x00003cb6
90004706		3                   	212                 	COMP  R30, R13, 0x63
9000470a		3                   	12                  	JMP   R31, JL, 0x00003cde
90004710		3                   	12                  	COMP  R30, R13, 0x70
90004714		3                   	15                  	JMP   R31, JG, 0x00003cee
9000471a		3                   	9                   	MOV   R19, R11
9000471c		3                   	215                 	ADD   R31, R11, 0x000082a4
90004722		3                   	12                  	ADDX  R13, R10, 0xff9d
90004726		3                   	24                  	MULC  4, R10
90004728		3                   	9                   	ADD   R10, R11
9000472a		3                   	630                 	LD    R11, R11
9000472c		3                   	33                  	JMP   R11, JMP
90004762		3                   	830                 	LD    R17, R2
90004764		3                   	9                   	MOV   R21, R3
90004766		3                   	633                 	LDX   R1, R4, 0xffb4
9000476a		3                   	633                 	LDX   R1, R5, 0xffb8
9000476e		3                   	633                 	LDX   R17, R11, 0xfff8
90004772		3                   	9                   	MOVC  -4, R10
90004774		3                   	9                   	ADD   R10, R11
90004776		3                   	27                  	STX   R17, R11, 0xfff8
9000477a		3                   	12                  	ADDX  R11, R11, 0x4
9000477e		3                   	630                 	LD    R11, R6
90004780		3                   	236                 	JSR   R31, JMP, 0x000033e8
90004786		3                   	9                   	ADD   R23, R20
90004788		3                   	33                  	JMP   R31, JMP, 0x00003ea0
900048f0		8                   	1880                	LD    R22, R24
900048f2		8                   	24                  	MOV   R24, R11
900048f4		8                   	24                  	COMPC 0, R11
900048f6		8                   	75                  	JMP   R31, JE, 0x00003eb0
900048fc		3                   	12                  	ADDX  R22, R22, 0x1
90004900		14                  	3140                	LD    R22, R24
90004902		14                  	42                  	MOV   R24, R11
90004904		14                  	42                  	COMPC 0, R11
90004906		14                  	112                 	JMP   R31, JE, 0x00003ec4
9000490c		8                   	24                  	COMPC 0, R20
9000490e		8                   	96                  	JMP   R31, JGE, 0x00003a18
90004914		6                   	18                  	MOV   R19, R11
90004916		6                   	30                  	ADD   R31, R11, 0x00008240
9000491c		6                   	1260                	LD    R11, R2
9000491e		6                   	278                 	JSR   R31, JMP, 0x00004aa2
90004924		6                   	18                  	MOV   R20, R23
90004926		6                   	1266                	LD    --R0, R22
90004928		6                   	1266                	LD    --R0, R21
9000492a		6                   	1266                	LD    --R0, R20
9000492c		6                   	1266                	LD    --R0, R18
9000492e		6                   	1266                	LD    --R0, R15
90004930		6                   	1266                	LD    --R0, R14
90004932		6                   	1266                	LD    --R0, R13
90004934		6                   	18                  	MOV   R17, R1
90004936		6                   	1266                	LD    --R0, R17
90004938		6                   	1266                	LD    --R0, R16
9000493a		6                   	66                  	JMP   R16, JMP
9000493c		1                   	9                   	ST    R0++, R16
9000493e		1                   	9                   	ST    R0++, R17
90004940		1                   	203                 	MOV   R1, R17
90004942		1                   	4                   	ADD   R30, R1, 0x1c
90004946		1                   	9                   	ST    R0++, R20
90004948		1                   	9                   	ST    R0++, R21
9000494a		1                   	9                   	ST    R0++, R22
9000494c		1                   	9                   	STX   R17, R2, 0x0
90004950		1                   	9                   	STX   R17, R3, 0xfffc
90004954		1                   	9                   	STX   R17, R4, 0xfff8
90004958		1                   	9                   	STX   R17, R5, 0xfff4
9000495c		1                   	9                   	STX   R17, R6, 0xfff0
90004960		1                   	209                 	STX   R17, R7, 0xffec
90004964		1                   	4                   	ADDX  R17, R22, 0xfff8
90004968		1                   	210                 	LD    R17, R2
9000496a		1                   	211                 	LDX   R17, R3, 0xfffc
9000496e		1                   	3                   	MOV   R22, R4
90004970		1                   	12                  	JSR   R31, JMP, 0x000039c2
90004976		1                   	3                   	MOV   R23, R21
90004978		1                   	3                   	MOVC  0, R22
9000497a		1                   	3                   	COMPC 0, R21
9000497c		1                   	5                   	JMP   R31, JL, 0x00003f3a
90004982		1                   	3                   	MOV   R21, R20
90004984		1                   	12                  	JMP   R31, JMP, 0x00003f3c
9000498c		1                   	3                   	MOV   R20, R23
9000498e		1                   	211                 	LD    --R0, R22
90004990		1                   	211                 	LD    --R0, R21
90004992		1                   	211                 	LD    --R0, R20
90004994		1                   	3                   	MOV   R17, R1
90004996		1                   	211                 	LD    --R0, R17
90004998		1                   	211                 	LD    --R0, R16
9000499a		1                   	11                  	JMP   R16, JMP
9000499c		5                   	245                 	ST    R0++, R16
9000499e		5                   	45                  	ST    R0++, R17
900049a0		5                   	215                 	MOV   R1, R17
900049a2		5                   	20                  	ADD   R30, R1, 0x1c
900049a6		5                   	45                  	ST    R0++, R20
900049a8		5                   	45                  	ST    R0++, R21
900049aa		5                   	45                  	ST    R0++, R22
900049ac		5                   	45                  	STX   R17, R2, 0x0
900049b0		5                   	45                  	STX   R17, R3, 0xfffc
900049b4		5                   	45                  	STX   R17, R4, 0xfff8
900049b8		5                   	45                  	STX   R17, R5, 0xfff4
900049bc		5                   	45                  	STX   R17, R6, 0xfff0
900049c0		5                   	245                 	STX   R17, R7, 0xffec
900049c4		5                   	20                  	ADDX  R17, R22, 0xfffc
900049c8		5                   	15                  	MOV   R19, R11
900049ca		5                   	20                  	ADD   R31, R11, 0x00008520
900049d0		5                   	1050                	LD    R11, R2
900049d2		5                   	1050                	LD    R17, R3
900049d4		5                   	15                  	MOV   R22, R4
900049d6		5                   	65                  	JSR   R31, JMP, 0x000039c2
900049dc		5                   	15                  	MOV   R23, R21
900049de		5                   	15                  	MOVC  0, R22
900049e0		5                   	215                 	COMPC 0, R21
900049e2		5                   	20                  	JMP   R31, JL, 0x00003fa0
900049e8		5                   	15                  	MOV   R21, R20
900049ea		5                   	55                  	JMP   R31, JMP, 0x00003fa2
900049f2		5                   	15                  	MOV   R20, R23
900049f4		5                   	1055                	LD    --R0, R22
900049f6		5                   	1055                	LD    --R0, R21
900049f8		5                   	1055                	LD    --R0, R20
900049fa		5                   	15                  	MOV   R17, R1
900049fc		5                   	1055                	LD    --R0, R17
900049fe		5                   	1055                	LD    --R0, R16
90004a00		5                   	255                 	JMP   R16, JMP
90004cfa		1                   	209                 	ST    R0++, R16
90004cfc		1                   	9                   	ST    R0++, R17
90004cfe		1                   	3                   	MOV   R1, R17
90004d00		1                   	4                   	ADD   R30, R1, 0x1c
90004d04		1                   	9                   	STX   R17, R2, 0x0
90004d08		1                   	3                   	MOVC  1, R2
90004d0a		1                   	210                 	LD    R17, R3
90004d0c		1                   	13                  	JSR   R31, JMP, 0x0000299c
90004d12		1                   	3                   	MOV   R23, R11
90004d14		1                   	3                   	MOV   R17, R1
90004d16		1                   	211                 	LD    --R0, R17
90004d18		1                   	211                 	LD    --R0, R16
90004d1a		1                   	11                  	JMP   R16, JMP
90004d1c		1                   	209                 	ST    R0++, R16
90004d1e		1                   	9                   	ST    R0++, R17
90004d20		1                   	203                 	MOV   R1, R17
90004d22		1                   	4                   	ADD   R30, R1, 0x20
90004d26		1                   	9                   	ST    R0++, R21
90004d28		1                   	9                   	ST    R0++, R22
90004d2a		1                   	12                  	JSR   R31, JMP, 0x00004aa6
90004d30		1                   	3                   	MOV   R19, R11
90004d32		1                   	4                   	ADD   R31, R11, 0x0000823c
90004d38		1                   	210                 	LD    R11, R11
90004d3a		1                   	3                   	COMPC 0, R11
90004d3c		1                   	5                   	JMP   R31, JNE, 0x0000444a
90004d42		1                   	203                 	MOVC  -1, R11
90004d44		1                   	9                   	STX   R1, R11, 0xffe4
90004d48		1                   	3                   	MOV   R19, R11
90004d4a		1                   	4                   	ADD   R31, R11, 0x0000823c
90004d50		1                   	3                   	MOVC  1, R10
90004d52		1                   	8                   	ST    R11, R10
90004d54		1                   	13                  	JSR   R31, JMP, 0x00004ad8
90004d5a		1                   	3                   	MOV   R19, R2
90004d5c		1                   	205                 	ADD   R31, R2, 0x00008248
90004d62		1                   	12                  	JSR   R31, JMP, 0x0000494c
90004d68		1                   	9                   	STX   R1, R23, 0xffe4
90004d6c		1                   	211                 	LDX   R1, R11, 0xffe4
90004d70		1                   	3                   	COMPC 0, R11
90004d72		1                   	4                   	JMP   R31, JL, 0x00004438
90004d78		1                   	3                   	MOVC  0, R22
90004d7a		16                  	64                  	ADDX  R22, R11, 0x1
90004d7e		16                  	48                  	MOV   R11, R8
90004d80		16                  	264                 	MOV   R30, R9, 0x10
90004d84		16                  	208                 	JSR   R31, JMP, 0x00000718
90004d8a		16                  	48                  	MOV   R19, R10
90004d8c		16                  	80                  	ADD   R31, R10, 0x000082dc
90004d92		16                  	48                  	MOV   R22, R9
90004d94		16                  	144                 	MUL   R30, R9, 0x24
90004d98		16                  	48                  	MOV   R10, R8
90004d9a		16                  	48                  	ADD   R9, R8
90004d9c		16                  	48                  	MOV   R23, R11
90004d9e		16                  	344                 	MUL   R30, R11, 0x24
90004da2		16                  	48                  	ADD   R11, R10
90004da4		16                  	128                 	ST    R8, R10
90004da6		16                  	64                  	ADDX  R22, R22, 0x1
90004daa		16                  	64                  	COMP  R30, R22, 0x10
90004dae		16                  	185                 	JMP   R31, JL, 0x0000432a
90004db4		1                   	3                   	MOV   R19, R11
90004db6		1                   	5                   	ADD   R31, R11, 0x00008234
90004dbc		1                   	3                   	MOV   R19, R10
90004dbe		1                   	205                 	ADD   R31, R10, 0x000082dc
90004dc4		1                   	8                   	ST    R11, R10
90004dc6		1                   	3                   	MOV   R19, R11
90004dc8		1                   	4                   	ADD   R31, R11, 0x00008238
90004dce		1                   	3                   	MOV   R19, R10
90004dd0		1                   	4                   	ADD   R31, R10, 0x000082dc
90004dd6		1                   	8                   	ST    R11, R10
90004dd8		1                   	3                   	MOV   R29, R2
90004dda		1                   	4                   	ADD   R31, R2, 0x00001987
90004de0		1                   	203                 	MOV   R29, R3
90004de2		1                   	4                   	ADD   R31, R3, 0x00001985
90004de8		1                   	12                  	JSR   R31, JMP, 0x00003090
90004dee		1                   	3                   	MOV   R19, R10
90004df0		1                   	4                   	ADD   R31, R10, 0x00008524
90004df6		1                   	8                   	ST    R10, R23
90004df8		1                   	3                   	MOV   R29, R2
90004dfa		1                   	4                   	ADD   R31, R2, 0x0000197c
90004e00		1                   	203                 	MOV   R29, R3
90004e02		1                   	4                   	ADD   R31, R3, 0x0000197a
90004e08		1                   	12                  	JSR   R31, JMP, 0x00003090
90004e0e		1                   	3                   	MOV   R19, R10
90004e10		1                   	4                   	ADD   R31, R10, 0x00008520
90004e16		1                   	8                   	ST    R10, R23
90004e18		1                   	3                   	MOV   R29, R2
90004e1a		1                   	4                   	ADD   R31, R2, 0x00001971
90004e20		1                   	203                 	MOV   R29, R3
90004e22		1                   	4                   	ADD   R31, R3, 0x0000197a
90004e28		1                   	12                  	JSR   R31, JMP, 0x00003090
90004e2e		1                   	3                   	MOV   R19, R10
90004e30		1                   	4                   	ADD   R31, R10, 0x0000851c
90004e36		1                   	8                   	ST    R10, R23
90004e38		1                   	3                   	MOV   R19, R2
90004e3a		1                   	4                   	ADD   R31, R2, 0x00008240
90004e40		1                   	212                 	JSR   R31, JMP, 0x0000494c
90004e46		1                   	9                   	STX   R1, R23, 0xffe4
90004e4a		1                   	211                 	LDX   R1, R11, 0xffe4
90004e4e		1                   	3                   	COMPC 0, R11
90004e50		1                   	11                  	JMP   R31, JGE, 0x00004426
90004e76		1                   	203                 	MOV   R19, R11
90004e78		1                   	4                   	ADD   R31, R11, 0x0000823c
90004e7e		1                   	3                   	MOVC  2, R10
90004e80		1                   	8                   	ST    R11, R10
90004e82		1                   	11                  	JMP   R31, JMP, 0x00004470
90004ec0		1                   	203                 	MOV   R19, R11
90004ec2		1                   	4                   	ADD   R31, R11, 0x0000823c
90004ec8		1                   	210                 	LD    R11, R11
90004eca		1                   	3                   	COMPC 0, R11
90004ecc		1                   	5                   	JMP   R31, JE, 0x0000448a
90004ed2		1                   	3                   	MOVC  0, R21
90004ed4		1                   	12                  	JMP   R31, JMP, 0x0000448c
90004edc		1                   	3                   	MOV   R21, R23
90004ede		1                   	211                 	LD    --R0, R22
90004ee0		1                   	411                 	LD    --R0, R21
90004ee2		1                   	3                   	MOV   R17, R1
90004ee4		1                   	211                 	LD    --R0, R17
90004ee6		1                   	211                 	LD    --R0, R16
90004ee8		1                   	11                  	JMP   R16, JMP
90004eea		6                   	254                 	ST    R0++, R16
90004eec		6                   	78                  	JSR   R31, JMP, 0x000044a8
90004ef2		6                   	1266                	LD    --R0, R16
90004ef4		6                   	1266                	LD    --R1, R23
90004ef6		6                   	66                  	JMP   R16, JMP
90004ef8		6                   	54                  	ST    R0++, R9
90004efa		6                   	54                  	ST    R0++, R23
90004efc		6                   	230                 	MOV   R31, R23, 0x80100000
90004f02		6                   	54                  	ST    R0++, R16
90004f04		6                   	54                  	ST    R1++, R23
90004f06		6                   	78                  	JSR   R31, JMP, 0x00004b8a
90004f0c		6                   	1266                	LD    --R0, R16
90004f0e		6                   	1266                	LD    --R1, R9
90004f10		6                   	24                  	ADD   R30, R9, 0x10
90004f14		6                   	1260                	LD    R9, R23
