InstAddress		Total_Execution	Total_Cycles	Instruction
900077be		1                   	5                   	SRL   10, R11
900077c0		1                   	204                 	AND   R30, R11, 0x3
900077c4		1                   	3                   	ADD   R11, R10
900077c6		1                   	3                   	MOV   R10, R21
900077c8		1                   	3                   	MOVC  0, R18
900077ca		1                   	3                   	MOVC  0, R22
900077cc		1                   	3                   	MOVC  0, R20
900077ce		128                 	384                 	MOVC  1, R18
900077d0		128                 	384                 	MOV   R20, R8
900077d2		128                 	512                 	MOV   R30, R9, 0x20
900077d6		128                 	1664                	JSR   R31, JMP, 0x000006f0
900077dc		128                 	384                 	MOV   R23, R22
900077de		128                 	1736                	JMP   R31, JMP, 0x00006dd6
900077e4		320                 	960                 	COMP  R22, R21
900077e6		320                 	3392                	JMP   R31, JNE, 0x00006dc6
900077ec		64                  	192                 	MOV   R22, R2
900077ee		64                  	832                 	JSR   R31, JMP, 0x00006ac2
900077f4		64                  	192                 	COMPC 1, R18
900077f6		64                  	544                 	JMP   R31, JNE, 0x00006dbc
900077fc		32                  	96                  	MOV   R20, R2
900077fe		32                  	96                  	MOV   R22, R3
90007800		32                  	384                 	JSR   R31, JMP, 0x00006c58
90007806		32                  	384                 	JMP   R31, JMP, 0x00006dc6
9000780c		32                  	96                  	MOV   R20, R2
9000780e		32                  	96                  	MOV   R22, R3
90007810		32                  	384                 	JSR   R31, JMP, 0x00006d0a
90007816		320                 	1160                	MOVC  0, R18
90007818		320                 	960                 	MOV   R20, R2
9000781a		320                 	960                 	MOV   R21, R3
9000781c		320                 	4160                	JSR   R31, JMP, 0x00006866
90007822		320                 	1280                	ADDX  R22, R22, 0x1
90007826		448                 	1544                	COMPC 4, R22
90007828		448                 	4032                	JMP   R31, JL, 0x00006d94
9000782e		128                 	512                 	ADDX  R20, R20, 0x1
90007832		128                 	512                 	COMP  R30, R20, 0x80
90007836		128                 	1529                	JMP   R31, JL, 0x00006d7e
9000783c		1                   	211                 	LD    --R0, R22
9000783e		1                   	211                 	LD    --R0, R21
90007840		1                   	211                 	LD    --R0, R20
90007842		1                   	211                 	LD    --R0, R18
90007844		1                   	3                   	MOV   R17, R1
90007846		1                   	211                 	LD    --R0, R17
90007848		1                   	211                 	LD    --R0, R16
9000784a		1                   	11                  	JMP   R16, JMP
90007b28		1                   	212                 	JSR   R31, JMP, 0x00000000
90007b2e		1                   	209                 	ST    R0++, R16
90007b30		1                   	9                   	ST    R0++, R17
90007b32		1                   	3                   	MOV   R1, R17
90007b34		1                   	4                   	ADD   R30, R1, 0x24
90007b38		1                   	9                   	ST    R0++, R22
90007b3a		1                   	12                  	JSR   R31, JMP, 0x00004592
90007b40		1                   	203                 	MOV   R23, R11
90007b42		1                   	9                   	STX   R1, R11, 0xffe4
90007b46		1                   	3                   	MOVC  3, R2
90007b48		1                   	12                  	JSR   R31, JMP, 0x0000034c
90007b4e		1                   	211                 	LDX   R1, R10, 0xffe4
90007b52		1                   	8                   	MULC  4, R10
90007b54		1                   	3                   	MOV   R23, R11
90007b56		1                   	5                   	SRL   10, R11
90007b58		1                   	4                   	AND   R30, R11, 0x3
90007b5c		1                   	3                   	ADD   R11, R10
90007b5e		1                   	3                   	MOV   R10, R22
90007b60		1                   	203                 	MOV   R29, R2
90007b62		1                   	4                   	ADD   R31, R2, 0x000019e8
90007b68		1                   	3                   	MOV   R22, R3
90007b6a		1                   	12                  	JSR   R31, JMP, 0x00003f4c
90007b70		1                   	3                   	COMPC 0, R22
90007b72		1                   	11                  	JMP   R31, JNE, 0x00007160
90007bb0		1                   	3                   	MOVC  -1, R2
90007bb2		1                   	3                   	MOV   R22, R3
90007bb4		1                   	13                  	JSR   R31, JMP, 0x00006866
90007bba		1                   	12                  	JSR   R31, JMP, 0x00006d40
90007bc0		1                   	149                 	COMPC 0, R22
90007bc2		1                   	11                  	JMP   R31, JNE, 0x0000718c
90007bdc		1                   	3                   	MOVC  -1, R2
90007bde		1                   	3                   	MOV   R22, R3
90007be0		1                   	212                 	JSR   R31, JMP, 0x00006866
90007be6		1                   	13                  	JSR   R31, JMP, 0x00006748
